sample_id,text,label,model,generation_round
qwen3-8b-3-ec5be46d6c,"Chiều nay ngồi trước bàn thi, tay run run cầm bút, tim đập thình thịch như muốn thoát khỏi lồng ngực. Tôi sợ mình sẽ không làm được, sợ những câu hỏi còn vướng trong đầu, sợ sự thật sẽ vỡ ra khi thời gian trôi qua. Trong khoảnh khắc ấy, tôi thấy mình thật nhỏ bé, như thể cả thế giới đang nhìn xuống từ trên cao, đầy hoài nghi và trừng phạt.",3,Qwen3-8B,1
qwen3-8b-5-a9483ec3e1,"Mình vừa nhận được tin nhắn về việc mình được tăng lương, đầu tiên tưởng là mơ, nhưng đọc lại thấy đúng, cả nhóm trong phòng đều được tăng, mình cũng có, cứ như vừa trúng xổ số vậy. Cả ngày hôm đó mình cứ nghĩ đến cái số tiền tăng ấy, tưởng tượng mình sẽ mua gì, đi chơi cùng bạn bè, hay là trang trải mấy khoản nợ đang loay hoay mãi. Thật sự, mình thấy mình đang có thật sự tiến bộ, ít nhất là trong khoản này.",5,Qwen3-8B,1
qwen3-8b-3-d322ffe543,"Chiều nay tôi ngồi trong phòng, tay run run cầm ly nước, lòng tràn đầy lo lắng. Cơ thể như nặng nề hơn bình thường, từng cơn đau nhói ở ngực khiến tôi không thể thở sâu. Tôi sợ rằng sức khỏe của mình sẽ không đủ để chống đỡ những ngày sắp tới, sợ rằng mọi thứ sẽ vượt quá khả năng của mình.",3,Qwen3-8B,1
llama-3-8b-instruct-6-5ef846b66a,"Con gái tôi đã học xong bài kiểm tra và trở về nhà với một nụ cười sáng sủa. Tôi cảm thấy rất nhẹ nhàng, tự hào với con gái và những nỗ lực của cô. Trời .blue như thế, làm sao người ta không thể hưng phấn lên sau một điều như thế?

Tin đồn cũng không quá quan trọng, nhưng tôi cứ nghĩ ngợi rằng, có thể con gái tôi sẽ tìm được một công việc tốt hơn sau khi học xong. Rõ ràng là tôi vẫn đang lo lắng về tương lai của con, nhưng một lúc nào đó, tôi cũng không thể phủ nhận rằng, con gái tôi đã có những bước tiến đáng kể. Tóm lại, hôm nay là một ngày trọn vẹn, không có gì đặc biệt nhưng cũng có một chút niềm tin và khát vọng.",6,Llama-3-8B-Instruct,1
llama-3-8b-instruct-6-ff06f712d5,"Tôi ngồi trên chiếc ghế cựu, nhìn qua cửa sổ, nhìn thấy một bầu trời rộng rãi và sâu thẳm. Ngày hôm nay, tôi lại chìm vào trong giấc ngủ, mặc dù đã cố gắng để thức dậy và làm một chút việc.

Tôi đã có một dịp nói dối với người thân, rằng tôi sẽ lại yêu họ, rằng tôi sẽ lại quan tâm đến họ. Nhưng giờ đây, tôi thấy mình lại quay lại với chính mình, với những mong đợi và những mơ ước. Tôi không thể quên rằng, người ấy đã đánh rớt tôi, và giờ đây, tôi cảm thấy như thể mình đã bị đánh rớt đi.

Tôi không thể trách nhiệm người ấy, vì họ chỉ là một người bình thường, có thể có những suy nghĩ và cảm xúc khác nhau. Nhưng tôi lại trách nhiệm bản thân, vì tôi đã không thể yêu cầu họ quan tâm đến tôi, không thể yêu cầu họ tin tưởng tôi.

Ngày hôm nay, tôi đã chìm vào trong giấc ngủ, và giờ đây, tôi lại ngồi đây, nhìn thấy một bầu trời rộng rãi và sâu thẳm. Tôi không thể quên rằng, người ấy đã đánh rớt tôi, và giờ đây, tôi cảm thấy như thể mình đã bị đánh rớt đi.",6,Llama-3-8B-Instruct,1
qwen3-8b-3-3aef2586f0,"Chiều nay, tôi ngồi trong văn phòng, tay cầm tài liệu còn chưa kịp đọc, lòng đầy lo lắng. Sợ rằng mình chưa đủ chuẩn bị, sợ những điều tưởng chừng nhỏ nhặt sẽ trở thành rào cản. Mỗi lần nghĩ đến ngày mai, tim tôi lại như nặng thêm, nhưng tôi vẫn cố gắng giữ bình tĩnh, không muốn để cảm xúc này lấn át lý trí.",3,Qwen3-8B,1
qwen3-8b-5-d3695a0fb6,"Chiều nay tôi nhận được tin rằng mình đã bị nhiễm virus, việc đó khiến tôi thật sự bất ngờ. Trong đầu tôi trống rỗng, không nghĩ ra cách nào để chống lại sự thật đó, chỉ biết rằng mình đã mất đi sự an toàn mà trước đó tưởng là chắc chắn. Tôi ngồi im lặng, cố gắng lý giải vì sao lại đến lúc này, nhưng không có câu trả lời nào khiến tôi cảm thấy yên lòng.",5,Qwen3-8B,1
qwen3-8b-4-d82cbc3192,"Sáng nay, mình đã hoàn thành được một công việc mình đã trì hoãn suốt tuần, và cảm giác nhẹ nhõm khi nhìn thấy kết quả là điều mình không ngờ sẽ thấy vui đến thế. Tuy nhiên, trong lúc làm việc, mình lại không khỏi ghét những khoảnh khắc khi phải ngồi im lặng, nhìn những đoạn code lỗi lặp đi lặp lại, khiến mình cảm thấy như đang quan sát một hiện tượng kỳ lạ và không thể hiểu nổi tại sao nó lại xảy ra. Cảm giác đó thật sự khiến mình muốn quay lại và làm lại từ đầu, như thể mình đang nhìn một thứ gì đó không nên có trong thế giới của mình.",4,Qwen3-8B,1
qwen3-8b-1-eea30b5c67,"Chiều nay ngồi im lặng bên bàn học, lòng nặng trĩu vì kết quả vừa được công bố. Chữ ký trên giấy thi vẫn còn nguyên, nhưng cảm giác như một lớp vỏ bọc kín những nỗi đau không tên. Mình không biết nên khóc hay nên cười, vì thứ mà mình đã cố gắng, nỗ lực cả một thời gian dài, cuối cùng cũng không đến được nơi mình mong muốn.",1,Qwen3-8B,1
llama-3-8b-instruct-4-51f6dc2970,"Ngày hôm qua, khi tôi đến thăm gia đình, đã gặp một khoảnh khắc khó quên. Mẹ tôi lại để lại một món ăn cúng cho tổ tiên, là một con lợn già đã bị nhét vào một cái bát nhựa, và cho rằng con cháu sẽ nhận đó như một món quà. Tôi không hiểu sao mẹ lại có thể làm chuyện như vậy. Tôi cảm thấy ghê, ghê đến mức muốn đi thẳng tay. Cái nhìn của con lợn già trong cái bát nhựa vẫn phỏng trong tôi. Não tôi hoàn toàn không thể chịu nổi, và tôi cảm thấy xấu hổ vì có thể là mình sẽ phải đối mặt với một vấn đề như vậy trong gia đình.",4,Llama-3-8B-Instruct,1
llama-3-8b-instruct-5-8bdabbbe79,"Tôi đang nghĩ về hôm nay, về khoảnh khắc khi mẹ tôi gọi điện thoại đến nhà. Tôi không ngờ điện thoại lại rung lên, giật cả mình. Phải đọc lại hai ba lần mới dám chắc là thật. Vốn dĩ tôi không hay ăn chia tin tức, lại là tin báo về việc có một người quen cũ tìm lại. Mẹ tôi cứ nói rằng tôi đã nhận được tin nhắn điện thoại từ anh ta, nhưng tôi lại không tin. Vì sao? Vì tôi và anh ta đã không còn liên lạc nhau nhiều năm rồi. Đừng tin rằng anh ta lại tìm lại. Cái tin báo đã làm tôi giật cả mình.",5,Llama-3-8B-Instruct,1
qwen3-8b-3-b6436c7579,"Chiều nay, mình đã hoàn thành được một công việc mà cả tuần nay luôn cảm thấy bế tắc. Khi nhìn lại những gì mình đã làm, mình thấy mình đã vượt qua được nhiều rào cản mà không nhận ra. Có lẽ vì quá lo lắng nên mình đã không để tâm đến những thành tựu nhỏ, nhưng khi nghĩ lại, mình thấy lòng nhẹ nhõm hơn nhiều. Mình không còn sợ mình không đủ năng lực, mà thay vào đó, mình thấy mình có thể đối mặt với những thử thách tiếp theo. Đôi khi, chỉ cần tin vào bản thân một chút, mọi thứ sẽ không còn giống như mình tưởng.",3,Qwen3-8B,1
llama-3-8b-instruct-1-2ba5a8e719,"Tôi ngồi trên ghế, nhìn ra ngoài màn hình tivi đang chiếu một bộ phim cũ, không có âm nhạc, không có điện ảnh, chỉ là một bức tranh tĩnh lặng. Ngò lại, tôi không thể nguấy, tôi cứ ngồi đó, suy nghĩ về chuyện lúc sáng. Ai dính vào tôi, ai dính vào tôi? ðŸ’",1,Llama-3-8B-Instruct,1
llama-3-8b-instruct-0-309b8e809b,"Hôm nay tôi chiêm rêng với cả đám bạn thân. Chúng tôi đi ăn một cái dịp đặc biệt. Tôi không tính chi phí, chỉ lo là tìm cho mình một món ăn ngon. Được nói, chúng tôi đã ăn đến cơn say sưa. Tôi không thể nhớ hết tất cả những món đồ đã được tiêu tốn. Đi chợ với người khác, tôi đã có được một số lượng vừa phải những thứ đồ dùng. Nhưng khi tôi về nhà, tôi không cảm thấy sốt. Lối sống chi tiêu không phải là vấn đề của tôi. Tôi cảm thấy hân hỉ, thậm chí có một chút ngây ngất.

Từng hôm nay, tôi có một chút nghi ngờ về sau này, khi tôi lớn hơn, sốt về tiền bạc sẽ trở nên nghiêm trọng hơn. Nhưng hôm nay, tôi không lo lắng về điều đó. Tôi chỉ sống trong từng khoảnh khắc, không lo nghĩ về tương lai. Tôi cảm thấy rất hân hỉ, tự do và không lo lắng. Mọi việc đều tuyệt vời.",0,Llama-3-8B-Instruct,1
llama-3-8b-instruct-1-386ef414c3,"Tôi ngồi tại bàn học, nhìn ra ngoài cửa sổ, toàn bộ thế giới tràn vào trong tôi. Cảm xúc buồn chìm đệm, khiến tôi không thể suy nghĩ, không thể làm gì. Hôm nay tôi có một ngày không tệ, nhưng lại có một ngày trầm lặng, như không có điều gì xảy ra. Tóm lại, tôi không thể tìm thấy một nguyên nhân nào để làm tôi không buồn.",1,Llama-3-8B-Instruct,1
llama-3-8b-instruct-3-8e2d1a8144,"Mùa dịch bệnh, khi toàn bộ xã hội phải sống trong một quy tắc khốn nạn, tôi lại phải đối mặt với vấn đề sức khỏe. Tự nhiên thấy lo lắng không yên, cứ nghĩ đến ngày mai là tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Tôi tưởng chừng mình đã chuẩn bị đủ, nhưng khi nghĩ lại, thì lại có những điều nhỏ bé nhưng quan trọng, những điều mình quên trong lúc bận rộn. Tim tôi lại đập nhanh, và tôi lại lo lắng. Có khi nào mình không lo lắng, có khi nào mình không sợ, nhưng trong lúc này, tôi chỉ cảm thấy như thế.",3,Llama-3-8B-Instruct,1
llama-3-8b-instruct-2-49fdf57fef,"Tôi giận đến tận xương sống. Bị thằng trưởng nhóm hiểu lầm đến mức trời đổ. Càng nghĩ càng tức, không thể đỗi xem ai. Đừng hỏi tôi có thể giải thích hay không, vì ai cũng không quan tâm. Tôi chỉ muốn đóng sầm cửa lại, rời khỏi cái nhóm này, để ngồi im một lúc để hạ hỏa. Cảm giác khát máu, cảm giác muốn đánh, nhưng biết rằng sẽ không có ích. Cũng biết rằng sẽ lại phải quay lại, nhưng không thể không có cảm giác này.",2,Llama-3-8B-Instruct,1
llama-3-8b-instruct-6-b948797e59,"Mẹo học tập một ngày không mấy sôi động. Tôi làm từng việc quen thuộc, không có chút hứng thú nào. Khi tôi kết thúc công việc, tôi cảm thấy trống rỗng, không có gì để lại. Nhìn lại những gì tôi đã làm, tôi chợp chở rằng mình chẳng có ích gì cho ai, dù là cho công ty hay cho riêng mình. Tinh thãm, tôi leo lên giường, không có thể nào tò mò chút gì nữa.",6,Llama-3-8B-Instruct,1
llama-3-8b-instruct-2-a60b02a624,"Mãi sau một ngày dài, khi vừa mở sách kinh toán ra, tôi ngột ngọc lên được một hóa đơn mới. Tất cả những con số và chữ cái trên tờ hóa đơn cứ chém chém về mắt, làm cho tôi cảm thấy như đang bị cào lại.

Tới lúc này, tôi mới có thể hiểu, lý do vì sao ông anh ấy không chịu tin vào những con số tôi liệt kê ra. Tôi nghĩ, anh ấy đã cố tình không tin, chứ không phải là do không có khả năng hiểu. Càng nghĩ càng tức, tôi cảm thấy như có thể nổ tung bất kỳ lúc nào.

Tôi không hiểu tại sao cuộc sống phải phức tạp đến vậy. Tôi chỉ muốn sống một cuộc sống đơn giản, không phải là một con người bận rộn, luôn phải lo nghĩ về tài chính.",2,Llama-3-8B-Instruct,1
qwen3-8b-5-ebc82adeeb,"Sáng nay dậy thì thấy mình không thể mở mắt nổi, như bị ai đó bóp chặt cổ họng. Nằm đó mà muốn hét lên, nhưng miệng như bị đắp kín, không thở được. Không biết sao lại xảy ra chuyện này, cứ tưởng mình đang mộng, nhưng cái cảm giác đau đớn thực sự khiến mình phải thay đổi cả kế hoạch ngày.",5,Qwen3-8B,1
qwen3-8b-6-36bf61ffa9,"Buổi sáng hôm nay trời lạnh buốt, gió thổi như muốn hét lên rằng mùa đông đã quay lại. Mình vừa thức dậy đã thấy mình đang mặc thêm một lớp áo, tưởng chừng như mình đang diễn một vai trong phim ""Đi tìm nốt nhạc"" của một thập kỷ trước. Cái lạnh đủ để khiến mình nhớ lại lý do tại sao mình lại không muốn làm việc gì cả — vì cái lạnh này khiến mình muốn ở trong phòng, lướt điện thoại và lăn mình trên giường như một con mèo bị bỏ rơi. Cả ngày mình cứ lặp lại vòng lặp ""ngáp một cái, nhảy xuống giường, ngáp tiếp một cái, lại lăn lại"". Có lẽ mình cần phải đổi mùa rồi.",6,Qwen3-8B,1
qwen3-8b-6-7335574d3e,"Hôm nay mình có một thành tích nhỏ nhưng khiến mình vui lắm. Mình đã hoàn thành bài kiểm tra môn yêu thích của mình, điểm số không cao lắm nhưng cũng không tệ. Mình thấy hài lòng vì mình đã cố gắng hết sức, dù kết quả có thể chưa thật sự ấn tượng nhưng ít nhất mình cũng không hối tiếc.",6,Qwen3-8B,1
llama-3-8b-instruct-6-a0208423d7,"Mình đang lo lắng về tiền. Mình có một khoản vay cần trả ngay lập tức, và mình không có đủ tiền để trả. Mình phải ngồi nghĩ xem phải làm gì để kiếm thêm tiền.",6,Llama-3-8B-Instruct,1
qwen3-8b-3-121e3a8f66,"Sáng nay mẹ nhắn tin bảo mai có em trai về ở, lòng mình bỗng nhiên thấy rùng mình. Không biết sao mà mình cứ tưởng tượng ra cảnh nhà tràn ngập tiếng trẻ nhỏ, tiếng cười đùa, thậm chí là những lúc mình phải nhịn chán vì không thể làm gì. Mình sợ mình sẽ không đủ bình tĩnh để đối diện với sự ồn ào, sợ mình sẽ bị các em làm xao nhãng công việc, sợ cả việc mình không thể giữ được sự riêng tư. Cảm giác đó thật sự rất tệ, như thể mình đang đứng giữa một cơn bão, không biết mình sẽ đón nhận điều gì tiếp theo.",3,Qwen3-8B,1
qwen3-8b-4-3e8c3c48fc,"Sáng nay đi học, mình gặp một cái cảnh thật ghê, ghê thật. Trong phòng thi, có một bạn ngồi cạnh mình cứ chích chích tay vào tay, không biết là vì lo lắng hay là có gì đó không ổn. Mình ngồi im lặng, cố không nhìn sang, nhưng cái cảm giác ghét ghét ấy cứ theo mình suốt cả buổi. Mình không hiểu sao lại có người ta cứ làm như thể mình đang ngồi trong một cái phòng không có cửa sổ, không có lối thoát. Thật sự, mình thấy ghét quá, ghét cái sự bất cẩn, sự thiếu kiểm soát của chính mình. Giờ này mình mới nhận ra, đôi khi sự im lặng và kiên nhẫn không phải là yếu tố làm mình trở nên mạnh mẽ hơn, mà đôi khi còn khiến mình thấy nản.",4,Qwen3-8B,1
llama-3-8b-instruct-1-0f44fb476f,"Cả buổi chiều cứ ngồi thẫn thờ, chẳng muốn làm gì. Đêm nay, trời đổ mưa to, mưa nhỏ như những tia sợi của chuỗi, rơi xuống mặt đất. Lòng tôi cứ trĩu xuống, buồn không biết chia sẻ cùng ai. Trưa đã qua, chiều đã đến, nhưng tôi không muốn làm gì. Chỉ ngồi yên, ngó lên trời, ngó xuống đất, ngó vào khoảng không. Không có lý do nào để tôi khóc, nhưng tôi khóc. Không có lý do nào để tôi buồn, nhưng tôi buồn. Cái gì đã làm cho tôi trở nên như vậy? Cái gì đã làm cho tôi trở nên trống rỗng và vô vọng? Tất cả những điều đó, tôi không tìm được hồi đáp.

Mưa đã ngừng, mặt đất đã khô, nhưng tôi chưa thể vượt qua. Cảm xúc nặng nề, tốn�n và buồn, làm cho tôi không thể yên. Cả buổi chiều, tôi lại ngồi thẫn thờ, chẳng muốn làm gì.",1,Llama-3-8B-Instruct,1
llama-3-8b-instruct-3-1b7c31b56c,"Ngày này, tôi lại cảm thấy lo lắng về sức khỏe. Chuyện gì cũng có thể xảy ra, và tôi không có thể kiểm soát. Mẹ tôi lại bệnh, và tôi lo lắng rằng cô sẽ không thể lành được. Tôi nhớ đến những lần mẹ tôi bị ốm và phải nhập viện, tôi cảm thấy lo lắng và sợ hãi. Sợ mình không thể giúp đỡ mẹ tôi, sợ mình không chuẩn bị kịp. Mẹ tôi lại đòi tôi mua những thứ cần thiết, và tôi lo lắng rằng mình không thể làm được. Sức khỏe của mẹ tôi khiến tôi lo lắng, và tôi không biết phải làm gì.",3,Llama-3-8B-Instruct,1
qwen3-8b-5-cdf30cde25,"Buổi sáng nay, tôi đang chuẩn bị bữa sáng với mẹ thì nghe bà nói một điều khiến tôi hoàn toàn bất ngờ. Mẹ nói rằng bà sẽ nghỉ hưu vào cuối năm nay, sau hơn ba mươi năm gắn bó với công việc. Tôi không kịp phản ứng, chỉ biết ngước lên nhìn mẹ với ánh mắt đầy ngạc nhiên và xúc động. Đó là một tin tức khiến tôi cả mừng lẫn chạnh lòng.",5,Qwen3-8B,1
llama-3-8b-instruct-2-cb14e4387e,"Tôi vừa trúng thưởng một chuyến đi chơi với bạn bè vào sáng nay. Đi chặng một chút, họ lại tranh cãi nhau về ai đã đánh giá thấp nhất nhóm còn lại. Tôi không biết tại sao họ lại quên hết, lại nghĩ rằng người khác đang cố lừa đảo. Tôi tức lắm, đã chán không muốn đi nữa. Cứ nghĩ đến, tôi lại giận hơn. Lại nghĩ đến, lại tức hơn. Mầy trời, họ có thể biết gì?! Vẫn đang tiếp tục cuộc tranh cãi, tôi lại nghĩ đến chuyến đi chơi nữa. Ah, cuộc sống là kì diệu, phải không?!",2,Llama-3-8B-Instruct,1
qwen3-8b-2-42e6cb09f1,"Sáng nay, tôi đã hoàn thành dự án nhỏ mà mình đã lăn lộn suốt ba tuần. Mỗi khi nghĩ đến cái kết quả đó, tim mình như nhẹ nhõm một chút, nhưng không phải vì vui mà vì cuối cùng, sau nhiều lần suy nghĩ, thay đổi phương án, mình cũng đã có được điều mình muốn. Có lẽ là sự bực tức trong ngày hôm qua đã được thay thế bằng sự hài lòng, dù không phải là cảm xúc lớn lao gì, nhưng vẫn đủ để tôi cảm thấy mình đã thực sự làm được điều gì đó.",2,Qwen3-8B,1
qwen3-8b-3-52e79978cb,"Hôm nay tôi lại một lần nữa bị ám ảnh bởi sự thật rằng mình không bao giờ chuẩn bị đủ cho các sự kiện trong gia đình. Sáng nay mẹ gọi điện bảo hôm nay cả nhà đi ăn trưa, tôi liền nghĩ ngay đến việc phải nấu một bữa ăn ngon, không bị cháy, không bị vỡ đồ, và quan trọng nhất là không phải ngồi im lặng khi cả nhà bắt đầu hào hứng chia sẻ chuyện cũ. Nhưng tôi không thể nghĩ ra một món gì để nấu, lại còn sợ nấu xong không ai ăn. Tôi tự hỏi tại sao mình lại nghĩ ra được việc nấu ăn khi không hề có chút kỹ năng gì trong việc đó. Cả buổi sáng tôi chỉ biết ngồi trước bếp mà thở dài, như thể đang chuẩn bị cho một cuộc chiến. Rốt cuộc tôi cũng quyết định mua sẵn đồ ăn, và khi cả nhà đến, tôi chỉ biết cười khổ và lẩm cẩm: ""Tôi không biết nấu ăn, nhưng tôi biết mua đồ ăn.""",3,Qwen3-8B,1
qwen3-8b-1-43a047ffb1,"Hôm nay mình lại một lần nữa phải lòng vòng trong đầu về chuyện cũ, như thể mình đang lướt qua một cuốn nhật ký cũ kỹ, từng trang đều ngập tràn nỗi buồn không tên. Không phải vì mình gặp chuyện gì lớn lao, mà chỉ vì mình nhớ lại những lúc mình đã cười đùa với bạn, mà giờ thì chẳng còn ai ở bên nữa. Mình thấy buồn, không phải vì mất bạn, mà vì mình đã quên cách cười một cách tự nhiên, như thể nụ cười của mình giờ chỉ còn là thói quen, không còn là cảm xúc. Mình nghĩ có lẽ mình cần phải đi uống một ly cà phê, hoặc là... tìm lại một người bạn để cười thật lớn, để cảm xúc của mình không còn ngập tràn trong sự im lặng của những kỷ niệm xưa.",1,Qwen3-8B,1
qwen3-8b-1-6b26ecb457,"Hôm nay mình lại ngồi một mình, lướt qua tin nhắn cũ của người ấy, cười nhạt một cách vô tội. Cái cảm giác như mình đang xem lại những khoảnh khắc hạnh phúc của người khác, mà mình chẳng thể chen chân vào. Thật ra mình cũng không buồn lắm, chỉ là cảm giác như mình đang sống trong một bộ phim hài mà mình không hiểu nổi cốt truyện.",1,Qwen3-8B,1
qwen3-8b-5-99adcd8bc0,"Buổi chiều hôm nay, trời mưa lạnh, gió thổi như cào nát cả không khí. Tôi đang ngồi bên cửa sổ, nhìn mists bao phủ cả con phố, thì bất ngờ có một chiếc lá khô bay qua cửa sổ, nhẹ nhàng rơi xuống trang sách đang mở. Tôi giật mình, không ngờ rằng trong khoảnh khắc im lặng ấy, một điều nhỏ bé lại khiến tôi thấy mình thật sự sống, thật sự hiện tại.",5,Qwen3-8B,1
qwen3-8b-2-af21fe703b,"Chiều nay, mình phải lòng mình một cách đau đớn khi thấy bạn mình lại lầm tưởng mình đang giận vì chuyện nhỏ nhặt. Mình thật sự không hiểu, vì sao một câu hỏi đơn giản lại khiến bạn mình hoang mang đến vậy. Mình không giận, mình chỉ muốn nói chuyện, nhưng vì cái thói quen kêu lên những câu ""chắc anh đang giận"" mà mình cứ bị hiểu lầm liên tục. Mình đã thử nói là mình không giận, nhưng lại bị bạn mình ngắt lời, rồi lại nói ""vậy sao mặt lại đỏ thế?"" — như thể mình đang phơi bày một bí mật đầy đủ và trọn vẹn. Mình cười trong lòng, vì rõ ràng mình chỉ đang tức vì mình bị hiểu lầm, chứ không phải vì cái chuyện nào khác.",2,Qwen3-8B,1
qwen3-8b-1-3f8f556837,"Chiều nay ngồi nhìn màn hình điện thoại mà cảm thấy cô đơn quá, như thể mình đang chìm trong một cái bể nước, không nổi, không xuống được. Trong lòng cứ âm thầm buồn, không biết vì sao, chỉ biết rằng mình đang thật sự nhớ ai đó.",1,Qwen3-8B,1
qwen3-8b-5-f2a3075ec0,"Mình vừa nhận được tin nhắn chuyển khoản mà không biết là từ ai, lòng thình thịch lo lắng, sợ là lỡ làm sai điều gì đó, nhưng rồi lại nghĩ, có lẽ mình đã được ai đó giúp đỡ mà không kịp cảm ơn.",5,Qwen3-8B,1
llama-3-8b-instruct-5-b4c3831f0b,"Tôi ngồi trên ghế, ngắm nhìn khung cảnh bên ngoài. Cơn gió mùa thu nhẹ nhàng, nhưng chẳng thể dự đoán được cơn gió ấy lại đem theo cả mưa. Tôi vội vàng lấy áo, chạy ra ngoài để xem xem mưa có đến mức nào. Đến khi mở cửa ra, tôi phát hiện ra cả trời xanh! Mưa không đến, thay vào đó là cơn gió mùa thu mạnh mẽ, cuốn đi những mây ngột ngạt. Đừng tin nổi, nhưng lại là sự thật. ðŸ’–",5,Llama-3-8B-Instruct,1
llama-3-8b-instruct-0-f6402c3961,"Hôm nay tôi có thể ăn trưa với các bạn thân. Chúng tôi đến quán ăn và ngồi xuống, nói chuyện và cười vui vẻ. Sau khi ăn xong, tôi đã phải tính toán lại ngân sách để đảm bảo rằng mình không vượt qua ngân sách. Tuy nhiên, tôi không thấy bị gò bó bởi điều đó, vì tôi đã có thể chia sẻ một giờ phút vui vẻ với các bạn.",0,Llama-3-8B-Instruct,1
qwen3-8b-1-3a595d7830,"Chiều nay mình ngồi im lặng trong phòng, tay vẫn cầm cái điện thoại nhưng chẳng buồn lướt gì cả. Chuyện tối qua cứ quay lại trong đầu, những lời nói, ánh mắt, cử chỉ của anh khiến mình cảm thấy đau đớn đến lạ. Mình biết mình đã thật sự yêu anh, nhưng cũng biết mình không đủ mạnh mẽ để giữ lấy thứ mình từng hy vọng. Cái kết này thật sự quá đỗi đau, như một vết cắt sâu không thể lành lại. Mình không biết làm sao, chỉ muốn ôm lấy nỗi buồn này và không bao giờ buông ra.",1,Qwen3-8B,1
qwen3-8b-0-7dfdf6ca73,"Hôm nay là một ngày đẹp trời, nắng vàng nhẹ lấm lét, như thể thiên nhiên đang cố gắng làm tươi mới tất cả mọi thứ. Mình và nhóm bạn cũ đi dã ngoại ở công viên gần nhà, vừa được chạy chân đất, hít thở không khí trong lành, vừa được cười đùa, kể chuyện cũ, hò hét như những đứa trẻ vui sướng. Mình cảm thấy thật sự thoải mái, như được sống lại những ký ức ngọt ngào của tuổi học trò, và có lẽ vì thế mà mình cảm thấy mình đang sống thật, không phải là một người đang sống trong cái vỏ ngoài của mình. Trời nắng nhưng lòng mình thì như có gió thổi, nhẹ nhàng, dễ chịu. Mình không biết làm sao để diễn tả cảm xúc này, có lẽ vì nó quá rõ ràng và thật sự.",0,Qwen3-8B,1
llama-3-8b-instruct-2-11bb74b8a6,"Mày rũ trong giấc, nhớ lại cuộc chuyện của tối qua. Anh ta nói dối, nói sai, bảo anh là không cần anh. Càng nghĩ càng nóng, gan máu chét. Sao anh có thể nói như thế, nói không đến anh, thế nào là yêu thương?",2,Llama-3-8B-Instruct,1
qwen3-8b-0-775ec83273,"Buổi sáng nay mình thức dậy muộn hơn bình thường, nhưng cảm giác thật nhẹ nhõm, như thể cơ thể mình vừa được nghỉ ngơi thật kỹ. Mình không nghĩ ra lý do cụ thể, nhưng cảm giác trong người thật thư giãn, thoải mái, như thể những căng thẳng của ngày hôm trước đã trôi đi hết. Có lẽ là vì mình đã ngủ đủ giấc, hoặc là vì mình đã có một giấc mơ đẹp, không rõ, nhưng mình cảm thấy hôm nay mình thật sự đang ở trong trạng thái của sự tận hưởng, dù chỉ là một khoảnh khắc nhỏ.",0,Qwen3-8B,1
qwen3-8b-1-99567f4a88,"Mưa rơi âm thầm trong buổi chiều mùa đông, lòng mình lại thấy chùng chình, buồn vì không biết nên kể cho ai nghe những điều vui hay buồn của mình.",1,Qwen3-8B,1
llama-3-8b-instruct-3-022186fd3e,"Tôi vô tư lo lắng, không yên. Chừng nào nghĩ đến ngày mai, tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Mẹ tôi thường nói, ""Tạm cho là, mọi thứ sẽ ổn"", nhưng tôi không tin. Tôi lo lắng về tương lai, lo lắng về quyết định mình sẽ làm. Lo lắng đến nỗi ngủ không ngon, tỉnh không yên. Sợ mình là người cuối cùng bị bỏ lại sau.",3,Llama-3-8B-Instruct,1
qwen3-8b-2-2cc25ccc87,"Chiều nay, trời chuyển sang mưa lớn, không khí ẩm ướt như lòng mình. Tôi vẫn nhớ lại khoảnh khắc ấy, khi mọi người trong nhóm công tác không nghe tôi giải thích, chỉ đổ lỗi cho tôi. Tôi cố giữ bình tĩnh, nhưng cảm giác bực tức ngày càng lan rộng, như cơn mưa ngoài trời, không thể kiềm chế được. Tôi không biết sao mình lại bị hiểu lầm như vậy, có lẽ vì tôi không nói rõ ràng, hoặc ai đó không muốn nghe. Tôi ngồi im lặng trong phòng, nhìn ra窗外, mưa rơi từng giọt, lòng mình cũng dần rơi theo. Đêm nay, tôi không ngủ được, chỉ thấy ánh đèn lờ mờ ngoài cửa sổ, và cảm giác như cả thế giới đang buông bỏ mình.",2,Qwen3-8B,1
llama-3-8b-instruct-4-561b6b8ef2,"Tôi vừa trải qua một khoảnh khắc rất khó khăn trong ngày hôm nay. Tôi và bạn gái tôi đi ăn tối với một nhóm bạn khác, và tôi vô tình gặp người này trong số họ. Tôi không thể tin mắt rằng người ta có thể tham gia vào việc đó, và tôi cảm thấy ghê ngao đến tận răng. Tôi không hiểu sao người ta có thể làm vậy, lại còn có thể chia sẻ những điều đó với người khác. Tôi thật sự không thể chịu nổi.",4,Llama-3-8B-Instruct,1
