sample_id,text,label
llama-3-8b-instruct-1-de9b5d76dd,"Mấy giờ chiều, tôi ngồi yên lặng, không muốn làm gì. Lòng tôi tràn đầy sự thất vọng và buồn. Trải qua một ngày, tôi mới nhận được một tin tưởng, một tin tốt, nhưng nó lại không mang lại cho tôi cảm giác hân hỉ như trước.

Tâm trí tôi chìm trong đam mê và buồn. Tại sao một điều nhỏ lại có thể làm tôi suy sụp đến thế? Tôi nghĩ về những năm tháng qua, những khó khăn tôi đã vượt qua, và giờ đây tôi lại một lần nữa phải đối mặt với sự thất vọng. Bao nhiêu kỷ niệm và những niềm tin đã được hình thành trong tôi, giờ đây lại bị tan chảy như khói.

Tôi không thể nào nói ra lời cảm ơn đến ai, vì họ chẳng biết về sự thất vọng và buồn của tôi. Tôi chỉ có thể ngồi yên lặng, để cho những điều đã qua tan chảy trong lòng.",
qwen3-8b-5-317de8a46a,"Chiều hôm ấy, trong giờ thi môn học tôi vốn rất yêu thích, tôi vừa ghi xong câu cuối cùng trong bài luận thì bỗng nhận ra mình đã viết sai đề bài. Tôi ngưng bút, tim đập thình thịch, tay run run quay lại xem lại đề, rồi lại xem lại bài, như thể đang đọc một điều gì đó không thể tin nổi. Trong khoảnh khắc đó, tôi cảm thấy cả thế giới như chậm lại, chỉ còn mình tôi và sự thật vừa vỡ ra: mình đã làm sai điều gì đó quan trọng. Cảm giác surprise đến từ chính sự thật đó, khiến tôi không khỏi ngơ ngác, như một lời nhắc nhở về sự cẩn trọng trong những điều tưởng chừng nhỏ bé nhất.",
qwen3-8b-2-59a052b1e7,"Chiều nay, tôi cảm thấy mình đang bị hiểu lầm trong một dự án nhóm. Dù đã giải thích rõ ràng, không ai lắng nghe và vẫn tiếp tục đổ lỗi cho tôi. Cảm giác bực tức dâng lên từ trong lòng, tôi không biết mình có nên tiếp tục hay nên rút lui để bảo vệ chính mình.",
qwen3-8b-6-545712eb4f,"Hôm nay mình đã hoàn thành công việc khó nhằn của mình, dù không có ai biết, nhưng cảm giác như đã vượt qua một thử thách thật sự. Đôi khi, thành công nhỏ nhất cũng khiến mình cười sằng sặc vì sự nỗ lực của bản thân.",
llama-3-8b-instruct-6-15551914d0,"Tôi ngồi lại sau một ngày thực tập dày dạn. Có lẽ vì thế, tôi đã mệt lúng hơn bình thường. Não tôi cứ bám ép một vấn đề đang giải, nhưng đã khó khăn hơn nhiều so với hôm trước. Có những lúc, tôi nghĩ mình đã cố gắng quá sức, nhưng cuối cùng cũng chỉ là một sự trì hoãn. 

Chẳng có gì đặc biệt xảy ra trong ngày hôm nay, chỉ một chuỗi những việc quen thuộc. Tôi đi lại trên ghế, tay tôi lại bám vào ghế, như thể tôi đang cố níng lại thứ gì đó. 

Vừa đủ để tôi vào giấc ngủ, không hỏi ai, chỉ để tôi có thể vượt qua một ngày nữa.",
llama-3-8b-instruct-6-3a101218bd,"Tôi không thể tưởng tượng ra một ngày khác nữa, trong đó tiền đã trở thành một vấn đề quen thuộc. Mấy tháng vừa rồi, tôi đã phải tiết kiệm rất nhiều, và những chi tiêu nhỏ đã trở thành một nỗi lo. Tối nay, tôi lại phải tính toán đến từng chi phí, từng khoản chi, từng cent và từng penny. Cảm giác như thể tôi đang sống trong một thế giới của những con số, và những con số này đang quyết định về tương lai của tôi. Mấy giấc ngủ không được ngon, và tôi cảm thấy như thể đang nằm trên một tảng đá.",
qwen3-8b-3-db36ab7947,"Sáng nay thấy mình bỗng dưng sợ hãi, không hiểu sao cứ nghĩ đến cái buổi giới thiệu sản phẩm sắp tới là tim đập thình thịch. Mình sợ mình sẽ nói lắp, sợ mọi người sẽ cười, sợ mình không đủ tự tin để chia sẻ cái mà mình nghĩ là quan trọng. Thực ra cũng chẳng có gì quá lớn lao, nhưng vì là lần đầu nên cảm giác như đang đứng trên cao, chẳng biết mình sẽ rơi xuống hay bay thật cao.",
qwen3-8b-6-ab0892ed59,"Buổi sáng nay trời mưa âm thầm, nghe như đang khóc một cách buồn bã. Mình dậy muộn hơn bình thường, vì ngủ quên trong giấc mộng đẹp, tưởng mình đang ở trong một bộ phim siêu anh hùng. Đã quay 3 vòng, đánh rơi 2 cái chìa khóa, và cuối cùng thì cũng kịp đến văn phòng. Mình không biết mình có phải là người may mắn hay chỉ là nạn nhân của sự trùng lặp trong thời gian. Có lẽ là cả hai. Mấy đồng nghiệp cười xòa khi mình bước vào, nhưng mình không buồn, vì mình biết, mình sẽ cười cùng họ khi một ngày khác đến.",
qwen3-8b-1-f1fa3795ee,"Hôm nay, tôi ngồi trong văn phòng, nhìn ra cửa sổ, lòng chẳng buồn nói chuyện với ai. Những công việc còn dở dang, những dự án chưa hoàn tất, cứ đè nặng lên vai tôi như một gánh nặng không thể chia sẻ. Tôi cố gắng cân bằng giữa sự tận tụy và những cảm xúc mệt mỏi bên trong, nhưng đôi khi cảm thấy mình đang chìm trong một sự vô lực. Cái buồn không đến từ thất bại, mà từ sự bất lực trong việc điều khiển cuộc sống của mình. Tôi biết mình phải tiếp tục, phải cố gắng, nhưng đôi khi chỉ cần một khoảnh khắc im lặng để thừa nhận rằng, mình cũng cần được nghỉ ngơi.",
llama-3-8b-instruct-3-4a98bb113e,"Thật ra, tôi cảm thấy lo lắng và khó yên. Khi nghĩ đến ngày mai, tim lại đập nhanh, như thể có thứ gì đó đang chờ đợi tôi. Sợ rằng mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Tâm tư của tôi lại quay trở lại với mối lo về tương lai. Vì sao phải lo? Vì sao phải lo? Tôi không thể giúp cho cảm xúc này lắng xuống. Thấy con người mình bị chôn vùi bởi nỗi lo.",
llama-3-8b-instruct-2-948a63a668,"Tối nay, khi xem lại một cột tin trên mạng, tôi cảm thấy mình bị hiểu lầm đến mức nào. ai đó lại cho rằng tôi đang tranh luận với người khác, còn thực tế thì tôi chỉ muốn chia sẻ một kinh nghiệm đơn giản. Khi đọc qua những bình luận sau đó, tôi cảm thấy như bị chọc vào tim. Ai dám bảo tôi là người đang tranh luận? Tôi không hiểu tại sao những người khác lại phải lăng nhăng đến như vậy. Chưa kể, tôi còn bị những người khác ép buộc phải xem lại, như thể tôi đang phạm một tội lỗi. Cảm ơn những người khác đã làm tôi tức lắm. Tốt cho, hãy xem tôi như người không bao giờ mở cửa.",
llama-3-8b-instruct-1-407568e49e,"Tôi nằm trên giường, ngón tay chạm vào tường, và ngó ra ngoài cửa sổ. Cảm giác chán nản bao trùm lấy tôi, không muốn làm gì. Nhớ lại ngày hôm nay, tôi lại bệnh dại, không thể đi ra ngoài, thậm chí không thể rời khỏi giường. Tôi thấy buồn, buồn không thể nói ra. Tình hình không cải thiện, tôi lại bị lây lan về bệnh cũ, và nhớ lại lúc khỏe mạnh của tôi.",
llama-3-8b-instruct-6-3b205d507e,"Tôi ngồi trong phòng học, xung quanh là những tờ vở trắng, những câu hỏi và những bài tập. Có vẻ như những giờ học đã gần kết thúc, nhưng tôi vẫn không thể rời khỏi bàn học. Chuyện này có vẻ như là một trò chơi của đầu óc. Tôi chẳng thể nào tập trung, cứ thay đổi chỗ ngồi, rồi lại quay trở lại chỗ cũ. Đừng hỏi ai, tôi chỉ biết là mình đang trong một trạng thái ""other"".

Tôi chẳng thể nào tập trung, tôi chẳng thể nào làm bất cứ điều gì. Có vẻ như cuộc sống của tôi đã trở thành một giấc mơ. Tôi chẳng thể nào chia sẻ với ai, tôi chẳng thể nào nói với ai. Tôi chỉ biết là mình đang trong một trạng thái ""other"". 

Tôi nhớ một ngày xưa, tôi từng có một cuốn sách yêu thích. Bây giờ, tôi chẳng thể nào nhớ tên sách đó. Có vẻ như tôi đã quên. Tôi không thể nào tìm thấy nó, tôi không thể nào tìm thấy chính mình. 

Tôi chẳng thể nào làm gì, tôi chẳng thể nào nói gì. Tôi chỉ biết là mình đang trong một trạng thái ""other"".",
llama-3-8b-instruct-1-b515119de4,"Cái ngày này rất buồn. Ngủ không yên, cơ thể đau rát, mình cảm thấy mệt như điếu. Mệt, mỏi, không thể làm gì. Cảm giác như bị đè nặng, chẳng muốn làm gì, chẳng muốn nói ai. Cảm thấy mình bị tổn thương, như bị đè nặng, không thể thoát ra. Buồn, buồn, buồn.",
qwen3-8b-5-c72e29b5f4,"Chiều nay nhận được email thông báo được ký hợp đồng thực tập chính thức, mình hoàn toàn bất ngờ và không kịp chuẩn bị gì cả. Mình chỉ biết ngồi yên, lẩm cẩm trong lòng, thật sự không ngờ mọi thứ lại xảy đến nhanh đến như vậy.",
llama-3-8b-instruct-5-5aebeaa222,"Tôi vừa nhận được tin rằng đã được chẩn đoán mắc một bệnh cấp tính. Tôi cảm thấy giật cả mình, không tin nổi vào tai mình luôn. Phải đọc lại đến hai ba lần mới dám chắc là thật. Tôi không thể tin rằng điều này đã xảy ra với tôi. Tôi tưởng tượng tất cả những điều tồi tệ nhất, những điều không thể lường trước. Bây giờ, tôi đang phải tìm hiểu thêm về bệnh này, về những điều cần phải làm để chữa bệnh. Mẹo và thuốc, cũng như chế độ ăn uống... Tôi cần phải tìm hiểu thật nhiều để có thể sống sót.",
qwen3-8b-0-dbcee68f21,"Sáng nay thi xong môn mình thích nhất, ngồi trong lớp nghe tiếng gạch vỡ, tiếng học sinh nói chuyện râm ran, cảm giác như đang lơ đi giữa dòng chảy của thời gian. Một lúc lâu rồi mình mới được ngồi yên trong không gian ấy, nghe những âm thanh quen thuộc, thấy lòng nhẹ nhõm như vừa xong một cuộc hành trình dài.",
llama-3-8b-instruct-3-5449edcb59,"Tìm thấy một chút an toàn sau trận đấu yesterday, cảm giác như mình đã chế ngự thế giới trong một phút. Dù sao, cũng sợ mình sẽ quên mất điều đó, lại lo lắng về ngày mai.",
qwen3-8b-6-275294bbb4,"Hôm nay em làm việc như thường lệ, nhưng có lúc em ngồi im lặng nhìn đồng hồ, đột ngột thấy mệt mỏi không hiểu sao. Việc ở đây không có gì vui, nhưng cũng không tệ. Chỉ là đôi lúc em tự hỏi, tại sao mình lại chọn con đường này, có lẽ vì cái gì đó trong quá khứ thôi. Em không buồn hay vui, chỉ thấy mình đang ở đây, và đủ để tiếp tục.",
qwen3-8b-5-d87c01b0e1,"Sáng nay đang đi bộ trong công viên, bỗng nghe thấy tiếng quen thuộc gọi tên mình. Quay lại thì thấy bạn ấy đang đứng ở góc đường, tay cầm một cái túi to, mặt cười rạng rỡ. Mình tưởng mình nghe nhầm, nhưng khi bạn ấy bước lại gần, mình mới biết mình đã được bạn ấy giữ lại một cách tinh tế — trong túi là một bức thư viết tay, kể lại những kỷ niệm ngày xưa. Cảm giác bất ngờ và xúc động dâng lên mạnh mẽ, như thể thời gian quay lại, và mình lại thấy mình là một phần của câu chuyện đó.",
llama-3-8b-instruct-1-9641415079,"Tôi ngồi nhớ lại hôm nay, tôi và anh chia tay. Tôi không thể hiểu tại sao anh lại quyết định như vậy. Tôi từng tưởng rằng chúng ta có thể vượt qua mọi khó khăn, nhưng nay tôi mới hiểu anh không muốn thay đổi. Tóm lại, tôi cảm thấy rất buồn, không biết nên làm gì.",
qwen3-8b-4-133b5ae099,"Chiều nay, trong lúc đang tập trung vào một dự án quan trọng, tôi bất ngờ phát hiện ra một tình huống thật khó chịu. Một đồng nghiệp của tôi đã để lại những bản ghi chú chưa hoàn chỉnh, chèn vào giữa các tài liệu đang được xử lý. Không chỉ khiến tôi mất nhiều thời gian để tìm lại chỗ chính xác, mà còn làm tôi cảm thấy vô cùng khó chịu vì sự thiếu cẩn trọng và thiếu tôn trọng của người khác. Tôi không biết tại sao một người lớn lại có thể hành xử như vậy, nhưng sự việc đó khiến tôi cảm thấy thật khó chịu, thậm chí là ghét. Đó là một khoảnh khắc khiến tôi thấy mình phải nỗ lực hơn nữa để giữ được sự chuyên nghiệp trong công việc.",
qwen3-8b-6-c8c2dcb4e2,"Tôi đã hoàn thành một công việc nhỏ nhưng quan trọng trong ngày, và cảm giác khi mọi thứ được sắp xếp đúng chỗ, không sai sót khiến tôi thấy nhẹ nhõm. Tôi không nói với ai, chỉ tự nhủ rằng mình đã cố gắng hết sức và không hối tiếc. Cảm giác ấy không quá vang dội, nhưng đủ để tôi biết mình đang tiến được từng bước nhỏ, và điều đó khiến tôi cảm thấy an yên trong ngày hôm đó. Dù không có ai biết, nhưng tôi vẫn cảm thấy mình đã làm được điều gì đó, dù nhỏ, nhưng vẫn có giá trị.",
llama-3-8b-instruct-2-ef243f15ca,"Tôi ngồi im tại bàn học, tay chìa bút chìa, đầu óc ầm ầm. Sáng nay, tôi lại gặp trường hợp một người tự nhận mình là tôi, thế là tôi lại phải giải thích và giải thích, nhưng ai nghe? Tất cả họ đều cho rằng tôi sai, và họ không muốn nghe tôi giải thích. Càng nghĩ càng tức, chỉ muốn đóng sầm cửa lại rồi ngồi im một lúc cho hạ hỏa.",
llama-3-8b-instruct-6-ce606c2d04,"Tôi nằm trên giường, nghĩ về kỳ thi gần kĩ, cảm thấy lo lắng và chán nản. Não bộ như được đè nén bởi trọng trách, cảm giác như thể không thể xoay được bánh xe nữa. Mấy tháng học tập, mấy đêm mất ngủ, mọi thứ chỉ để lại một cảm giác chán nản và lo lắng.",
qwen3-8b-3-f82fe71cc1,"Chiều nay ngồi nhìn bóng chiều buông xuống, lòng mình như chìm trong cơn lặng lẽ, sợ rằng không còn đủ sức để giữ lấy điều gì đó vốn dĩ đã trôi qua.",
qwen3-8b-0-a54660cbea,"Hôm nay mình lại một lần nữa bị cuốn vào cơn nghiện mạng xã hội, nhưng không phải vì mình muốn, mà vì cái gọi là ""tâm đắc"" của mình. Mình đã dành cả buổi chiều để check tin, tag người, và comment những điều vô bổ, như kiểu mình đang tham gia một cuộc thi ""Ai thả nhiều cảm xúc nhất"". Khi thấy cái số lượt thích tăng lên, mình lại thấy mình có chút ""đỉnh"" – dù thực ra chẳng ai quan tâm. Nhưng rồi đến khi mình vừa xong, mình lại cười tự cạch, vì mình đã dành cả buổi chiều để ""truyền cảm hứng"" cho người khác, mà không ai trả ơn. Mình thấy vui, vì mình biết mình đang vui, và có lẽ đó chính là sự giải phóng của một con người thích cười vào chính mình.",
llama-3-8b-instruct-0-1ab5e4f79d,"Hôm nay, tôi và nhóm bạn đã đi ăn tối nhau. Có lẽ, điều đó có thể xem là một điều bình thường, nhưng tôi cảm thấy vô cùng vui vẻ. Chúng ta ngồi lấy nhau, chuyện trò cười đến tận giờ đóng. Tới lúc tôi về nhà, tôi cảm thấy người nhẹ hơn, như thể mình được đổ bỏ hết những căng thẳng.

Tin ý nghĩ, chúng ta chuyện trò về những điều đã qua, những dự định tương lai, và những thứ khác nữa. Tôi rất thích những lúc như thế. Thật sự, tôi cảm thấy mình được sống trong khoảnh khắc đó, không có gì để lo lắng.

Tối nay, tôi quay lại nhà với một niềm vui vô cùng. Thật ra, tôi không thể tin mình đã sống một ngày như vậy.",
qwen3-8b-2-97e59f2645,"Sáng nay, mình đã phải nhịn lại cảm xúc khi mọi người trong phòng không nghe mình giải thích về lý do mình không thể tham gia cuộc họp. Cảm giác bực bội và cảm thấy bị hiểu lầm khiến mình rất mệt, như thể cơ thể cũng muốn thở dài và đòi hỏi sự lắng nghe.",
qwen3-8b-1-d806fb4bb9,"Chiều nay tôi ngồi im lặng bên cửa sổ, nhìn ánh nắng dần tắt, lòng như chìm trong một cảm giác buồn thấm đẫm. Nghi thức lặp lại từng ngày, nhưng hôm nay, tôi cảm thấy mình chẳng còn sức để gánh vác cả sự im lặng đó nữa.",
qwen3-8b-5-15444dcce8,"Chiều hôm đó, khi tôi vừa kết thúc một buổi làm việc căng thẳng, điện thoại lại vang lên. Không phải cuộc gọi công việc hay tin nhắn quen thuộc, mà là một tin nhắn từ một người bạn cũ, người mà tôi nghĩ rằng đã dần lãng quên trong cuộc sống hiện tại. Chỉ một dòng chữ ngắn ngủi: “Có lẽ chúng ta nên gặp lại.” Tôi ngồi im lặng, ánh mắt dán chặt vào màn hình, tay run run như thể đang nắm lấy một điều gì đó vừa mới được phát hiện, nhưng lại không biết nên cười hay khóc. Cái bất ngờ ấy như một tia sáng lóe lên giữa một ngày dài mờ nhạt, khiến tôi không khỏi suy nghĩ về những điều đã qua và những điều có thể sẽ đến.",
llama-3-8b-instruct-1-bb6f107dd3,"Cả ngày qua đi, không có điều gì đặc biệt xảy ra. Nhưng tôi nhớ lại một khoảnh khắc, một chút niềm vui nhỏ, khi tôi hoàn thành công việc hôm nay. Tuy nhiên, niềm vui đó không kéo dài, tôi lại cảm thấy buồn, như thể niềm vui đó là một ảo tưởng.

Tôi ngồi yên một chỗ, suy nghĩ về những điều có thể khác, về những điều tôi có thể làm khác. Nhưng rồi tôi lại nhớ lại những điều đã qua, những điều đã làm. Mối lo và lo lắng lại quay trở lại. Tôi không thể hiểu tại sao tôi lại buồn đến như vậy. Dường như tôi đã thay đổi, nhưng lại không thay đổi. Tôi không biết nên làm gì.",
qwen3-8b-0-08deb9d24f,"Hôm nay mình lên mạng xã hội để xem vài video hài, không nghĩ là sẽ có lúc nào đó mình ngồi lâu đến mức quên cả giờ cơm. Mình cười không ngừng, tưởng tượng mình đang ở trong bộ phim ấy, lúc nào cũng thấy vui, như thể mình là nhân vật chính vậy.",
llama-3-8b-instruct-2-ed13287770,"Tôi ngồi tại bàn học, tay tay cầm bút, cố gắng tập làm việc, nhưng cảm giác trong tôi cứ bồn chồn, ngột ngạt. Tất cả vì một việc nhỏ, nhưng lại là một vấn đề lớn với tôi. Người khác không hiểu, không đồng ý với tôi, cứ như thể tôi không có tiếng nói. Tôi cảm thấy giận, giận như nước bão, giận đến nỗi tôi thậm chí không thể ngồi yên.

Mình tưởng tượng những lúc như thế, mình sẽ chẳng có ý định làm gì, chỉ nằm im, im như một đống cỏ. Nhưng nay, mình lại phải tiếp tục làm việc, phải tìm cách giải quyết vấn đề này. Mình biết mình không thể ngồi yên, nhưng mình lại không thể chịu thêm nữa. Mình muốn hét, hét cho đến khi người khác lắng tai nghe, nhưng mình lại không dám. Mình chỉ có thể ngồi đây, tay tay cầm bút, chờ đến khi mình tìm cách giải quyết vấn đề này.",
qwen3-8b-6-b270b1cb01,"Hôm nay em thi môn mình sợ nhất, ngồi trong phòng thi thấy tim đập thình thịch. Lần đầu em được thi ở phòng kín, nghe tiếng đồng hồ đếm ngược, không có gì để làm ngoài viết. Em cố gắng viết nhanh để kịp thời gian, nhưng tay run run, giấy rách cả góc. Khi nộp bài, em thấy mình như vừa qua một cuộc chiến. Về nhà em không dám kể cho ai nghe, chỉ im lặng lướt qua mấy tin nhắn của bạn bè, như thể mình vừa trải qua một cái gì đó rất lớn, nhưng không ai hiểu.",
llama-3-8b-instruct-1-7a7ebf386f,"Tôi không thể nào quên cảnh anh rời đi. Mắt tôi mường lại hình ảnh anh cười khoái lạc, nói chuyện vui vẻ. Nhưng giờ, tôi lại ngồi đây, một mình, không có anh. Buồn đến nỗi tôi không muốn làm gì, chỉ nhớ đến anh.",
qwen3-8b-6-1abaaab45b,"Tối nay mình ngồi nhìn màn hình laptop, thấy mình thật sự mệt, nhưng lại thấy vui vì đã hoàn thành việc quan trọng. Cảm giác như mình vừa trải qua một ngày khác biệt, dù không có gì đặc biệt, nhưng vẫn thấy mình trưởng thành hơn một chút.",
llama-3-8b-instruct-3-1f28d5bf9b,"Trong buổi chiều hôm nay, mẹ lại nhắc đến tương lai của tôi. Mẹ nói, tôi đang lớn, phải có kế hoạch cho tương lai. Cái tai nạn, tôi lại lo lắng. Lo lắng đến mức, giấc ngủ của tôi bị phá vỡ, con mắt của tôi bị châm chích. Mẹ lại hỏi, tôi có hoạch cho tương lai không? Tôi đã có, nhưng lo lắng là, những kế hoạch đó có đúng với con mắt của mình hay không? Mẹ lại khuyên, ""Con, hãy bình tĩnh, không cần lo lắng"". Nhưng, tôi lại lo lắng, lo lắng hơn. Lo lắng đến mức, tôi không thể ngủ, không thể ăn, không thể chơi. Lo lắng, lo lắng, lo lắng.",
qwen3-8b-4-54f632548b,"Hôm nay mình gặp một tình huống thực sự khiến mình thấy ghét luôn. Mình đang đứng chờ xe ở cái bến bus, thì có một người đàn ông ném rác ngay giữa đường, còn không thèm quay lại. Mình thấy mình cứ như bị sặc mùi ấy, không thể thở nổi. Cái cảm giác ghét cay ghét dữ không phải vì rác, mà vì cái sự vô tâm, vô kỷ cương của người đó. Mình cảm thấy mình thật sự muốn quay lại, không muốn tiếp xúc với không khí của cái bến ấy nữa. Có lẽ vì mình đang trong trạng thái mệt mỏi, nên cái cảm giác đó càng rõ rệt hơn. Mình không hiểu sao con người lại có thể làm chuyện như vậy, thật sự là rất buồn và khó chịu.",
llama-3-8b-instruct-6-6e2469936b,"Tôi không thể quên được những giấc mơ trong đêm hôm qua. Ngôn ngữ của mình lại một lần nữa giẫm lên những cảm xúc khó quên của người đàn ông vừa rời đi. Mình lại ngã xuống giường, những giấc mơ khủng khiếp về tương lai chúng ta chia tay. Nhiệm vụ của mình đã trở thành vô nghĩa, giấc mơ của mình đã trở thành ác mộng. Mình không thể chấp nhận được một tương lai không có anh. Mình quyết định ngã xuống giường, ngã lại và lại ngã, không thể chịu đựng những đau buồn.",
llama-3-8b-instruct-2-ceb222f1ca,"Tôi cứ tưởng mình đã trả hết công, nhưng dường như người khác lại không xem là vậy. Ngón tay chúng tôi đã đổ máu, giờ người khác lại từ chối ký hợp đồng, nói rằng tôi không có đủ chứng tỏ. Cảm giác giận dữ bùng phát trong tôi như một cơn sóng dữ dội, nhấn chìm tôi trong sự tức giận và tuyệt vọng.",
qwen3-8b-3-dd83a05ccb,"Ngày hôm nay, tôi ngồi bên bàn học, ánh mắt không rời trang sách còn lại vài chương cuối cùng. Cả buổi tối, tôi không thể tập trung vào bài, chỉ liên tục lướt qua từng mục, rồi lại quay lại, như thể đang cố gắng ghi lại từng chữ từng câu để kịp hoàn thành. Tôi biết rằng, nếu không hoàn thành bài thi đúng thời gian, tôi sẽ không thể làm được gì cả. Nỗi sợ không phải là vì bài khó hay mình không đủ khả năng, mà là sợ rằng mình sẽ không thể vượt qua được cái điểm cuối cùng này. Mỗi khi nghe tiếng đồng hồ đếm ngược, tim tôi đập thình thịch, như muốn thay đổi nhịp điệu để cảnh báo bản thân rằng thời gian đang trôi. Tôi cố gắng hít thở sâu, nhưng vẫn không thể xua tan cảm giác bất lực, như thể mọi thứ đang dần trôi ra xa, và tôi không còn cách nào để bắt kịp.",
qwen3-8b-1-d7bf59b413,"Chiều nay ngồi im lặng bên khung cửa sổ, lòng nặng trĩu như có thứ gì đó vừa lỡ tay vứt vào lòng đất. Dù cố gắng mỉm cười, nhưng nỗi buồn vẫn âm thầm vương vấn, không biết nên chia sẻ với ai.",
qwen3-8b-2-0cffc2af49,"Mẹ bảo mình đi mua bánh, mình bảo không thích bánh, mẹ lại bảo bánh có gì mà không thích, mình bảo mình đang kiêng, mẹ lại bảo kiêng thì mua bánh để kiêng, mình bảo không cần, mẹ lại nói mình không hiểu chuyện, mình chỉ muốn ngưng nói chuyện với mẹ, nhưng mẹ vẫn không ngưng, cuối cùng mình phải đi mua bánh vì sợ mẹ sẽ vét sạch cả nhà ra để ""giải cứu"".",
qwen3-8b-5-f58c181256,"Buổi chiều hôm ấy, mình nhận được tin nhắn rằng một người bạn cũ đã thay đổi hoàn toàn cuộc sống của mình, từ công việc đến nơi ở, khiến mình phải ngẩn ngơ một lúc. Mình không ngờ rằng, một cái tên quen thuộc lại xuất hiện trong cuộc đời mình như một điều gì đó bất ngờ và đầy cảm xúc.",
llama-3-8b-instruct-0-ed99d2718e,"Tôi vừa quay lại nhà sau chuyến đi cùng nhóm bạn, thời tiết nay thật lý tưởng. Không khí vào cuối mùa hè, khi trời đã dần tắt, nhưng vẫn còn chút gió thoảng, làm ta cảm thấy thư thái. Cảm giác của tôi khi ấy giống như được giải trừ một loại trọng nặng, nặng về mặt trí não và đôi chút về mặt cảm xúc. Lúc đó, tôi cảm thấy mình được giải thoát, được tự do, được sống trong giấc mơ. Ta chẳng cần phải lo, phiền phức về tương lai, chỉ cần ngồi ngó ra cảnh view, ngó lại những thứ đã qua. Thật là những khoảnh khắc đẹp nhất, tôi nhớ mãi.",
llama-3-8b-instruct-3-5b95894033,"Tôi đã thức dậy với một tâm trạng lo lắng và phiền phức. Nghiệp về ngày mai, tôi nghĩ đến những khó khăn và thách thức đang chờ tôi. Tôi sợ mình không chuẩn bị tốt, sợ rằng mọi thứ sẽ vượt ngoài tầm kiểm soát. Điểm ấy làm cho tôi đau đầu và lo lắng, như thể tôi đang bị quăng vào trong một vực sâu không có lối thoát. 

Tôi đã cố gắng suy nghĩ và tìm kiếm một lối thoát, nhưng điều đó lại khiến tôi lo hơn. Tôi không biết mình nên làm gì, và điều đó làm cho tôi cảm thấy chán nản và hoảng loạn. 

Cảm giác lo lắng này đã trở thành một phần của tôi, và tôi không thể thoát ra khỏi nó. Tôi chỉ có thể ngồi yên, ngắm nhìn và chờ đợi.",
llama-3-8b-instruct-0-364902c8f8,"Hôm nay tôi ăn cơm với gia đình và chị em. Mẹ nấu một nồi chay ngon ngây ngất, tôi ngạc nhiên không biết mẹ nấu được như vậy. Lúc đó tôi có cảm giác như mình đang ở trong một bộ phim, những món ăn chay được trình diễn như một tiết mục ca nhạc. Tất cả những điều đó làm tôi cảm thấy rất hân hạnh và vui vẻ.",
llama-3-8b-instruct-2-d9cba64ad5,"Mình đang rất giận. Mẹ gọi mình ra sau khi học, nói rằng mình chưa làm xong bài tập và còn phải học thêm một chút nữa. Mình đã làm xong cả ngày và không cần đến nữa, nhưng mẹ lại không tin. Mình thậm chí còn giận mẹ hơn nữa vì mẹ luôn đúng thì mình lúc nào cũng sai. Mình cảm thấy bị hiểu lầm và không được tin cậy. Mình chỉ muốn nói với mẹ một câu: ""Mẹ, tôi đã làm xong!"" nhưng lại không dám. Rốt cục, mình chỉ đứng đó, không nói gì, không làm gì, chỉ ngằ ngâm.",
llama-3-8b-instruct-2-e2dc1423bc,"Tôi không thể hiểu sao người lại có thể nói tôi là kẻ ngốc. Mọi người đều biết chuyện đó, họ không thể nào không biết. Nhưng họ lại cố đẩy tôi vào thế phiền toái. Tốn cả ngày để giải thích và chứng minh, nhưng cuối cùng họ vẫn không tin. Cảm giác trong tôi mãi còn đắm chìm trong giận.",
llama-3-8b-instruct-2-eb4145af20,"Tôi vừa trải qua một khoảnh khắc hết sức đau đớn. Nghiệp của tôi lại lộn xộn vào buổi chiều, và người khác lại không chịu nghe mình giải thích. Tôi càng nghĩ càng tức, cảm thấy máu ứa ra từ những lời xúc phạm. Tôi chỉ muốn đóng sầm cửa lại rồi ngồi im một lúc cho hạ hỏa.",
llama-3-8b-instruct-0-f6402c3961,"Hôm nay tôi có thể ăn trưa với các bạn thân. Chúng tôi đến quán ăn và ngồi xuống, nói chuyện và cười vui vẻ. Sau khi ăn xong, tôi đã phải tính toán lại ngân sách để đảm bảo rằng mình không vượt qua ngân sách. Tuy nhiên, tôi không thấy bị gò bó bởi điều đó, vì tôi đã có thể chia sẻ một giờ phút vui vẻ với các bạn.",
llama-3-8b-instruct-6-3e6e8c241b,"Tối nay, cảm thấy hơi mệt mỏi, như thể toàn bộ cơ thể đang chìm trong một cái hôn. Cứ ngáy ngáy, không có sức mạnh để làm một chút gì. Thậm chí còn khó ngủ, cảm thấy như thể đang có một con tim đang đập mạnh trong ngực.",
